Variables = "X" "Y" "Z" "U" "V" "W" "MC" "GC" 
ZONE F=FEPOINT,ET=TRIANGLE,N=9002,E=18000SOLUTIONTIME=0 
-1.889710012E-01 -4.656735992E-01 -9.374139813E-01 -3.665273702E-01 -2.731007450E-01 -8.894232232E-01  1.727319397E+00  2.968242079E+00 
-2.597916383E-01 -6.882028826E-01 -7.439641047E-01 -3.931385662E-01 -7.379329404E-01 -5.485408310E-01  1.567064120E+00  2.120262537E+00 
-1.287899542E-01 -6.347068741E-01 -8.679499812E-01 -2.364842550E-01 -6.283995070E-01 -7.410730441E-01  1.967659288E+00  3.786280483E+00 
-1.349078889E-01 -5.332526110E-01 -9.309290804E-01 -2.649411292E-01 -4.083302644E-01 -8.735402642E-01  1.940121999E+00  3.739900473E+00 
-1.875628302E-01 -6.912898827E-01 -7.847499880E-01 -3.058313324E-01 -7.478058252E-01 -5.892823126E-01  1.738548840E+00  2.837109315E+00 
-4.138851762E-01 -4.644698108E-01 -7.956842078E-01 -6.021084096E-01 -2.745627489E-01 -7.497204545E-01  1.129341644E+00  7.384893266E-01 
-1.174935694E-01 -6.013041107E-01 -8.969839656E-01 -2.235767598E-01 -5.552245090E-01 -8.010862482E-01  2.004524782E+00  3.962410973E+00 
-4.250758368E-01 -4.997066160E-01 -7.717072030E-01 -6.007489022E-01 -3.460700010E-01 -7.206499226E-01  1.171418678E+00  7.024885268E-01 
-1.394037945E-01 -6.650851525E-01 -8.359182786E-01 -2.455186705E-01 -6.946874452E-01 -6.761138483E-01  1.901986885E+00  3.507532196E+00 
-2.146609606E-01 -4.291816644E-01 -9.359509205E-01 -4.109364177E-01 -2.080222898E-01 -8.876136477E-01  1.590243181E+00  2.518053083E+00 
-2.951406717E-01 -6.862684507E-01 -7.195747229E-01 -4.265990334E-01 -7.339099134E-01 -5.285730827E-01  1.469145736E+00  1.735473964E+00 
-3.149618883E-01 -3.923013195E-01 -8.869463804E-01 -5.407568626E-01 -1.439635214E-01 -8.287680738E-01  1.227623103E+00  1.438155716E+00 
-4.013773635E-01 -4.277832878E-01 -8.170720217E-01 -5.996736023E-01 -2.063331825E-01 -7.731870333E-01  1.071999962E+00  7.550871624E-01 
-2.774951320E-01 -3.923470394E-01 -9.102281624E-01 -5.001875076E-01 -1.457192061E-01 -8.535680232E-01  1.335199683E+00  1.758696289E+00 
-3.877722700E-01 -6.284877810E-01 -7.095211237E-01 -5.297413567E-01 -6.166397615E-01 -5.823482632E-01  1.324218387E+00  1.059484295E+00 
-4.348086342E-01 -5.331136979E-01 -7.453159981E-01 -5.950576821E-01 -4.182658668E-01 -6.862652692E-01  1.194909814E+00  6.504520750E-01 
-3.517269235E-01 -3.914842882E-01 -8.619717239E-01 -5.720709949E-01 -1.429977590E-01 -8.076425062E-01  1.115906443E+00  1.099345571E+00 
-1.056363907E-01 -5.652120563E-01 -9.225901157E-01 -2.070861709E-01 -4.775594942E-01 -8.538455641E-01  2.011461423E+00  4.019008322E+00 
-3.589916747E-01 -6.571567084E-01 -7.028397909E-01 -4.937011806E-01 -6.755742781E-01 -5.475934067E-01  1.356745856E+00  1.236043317E+00 
-1.492463411E-01 -6.922444377E-01 -8.014377060E-01 -2.506776594E-01 -7.525129230E-01 -6.090032937E-01  1.811146742E+00  3.153362223E+00 
-4.158605714E-01 -5.974802091E-01 -7.141930162E-01 -5.605006769E-01 -5.537542445E-01 -6.157882980E-01  1.271108340E+00  8.392251860E-01 
-2.309267210E-01 -7.107193677E-01 -7.317190231E-01 -3.458567253E-01 -7.857552364E-01 -5.128077945E-01  1.553625556E+00  2.146568967E+00 
-1.500883656E-01 -4.619244920E-01 -9.529574414E-01 -2.996601977E-01 -2.698355315E-01 -9.150915538E-01  1.798109262E+00  3.225921831E+00 
-2.394572929E-01 -3.914734218E-01 -9.313282119E-01 -4.506398233E-01 -1.474098354E-01 -8.804510720E-01  1.435859030E+00  2.054192920E+00 
-1.955966304E-01 -7.140583221E-01 -7.487760142E-01 -3.025594166E-01 -7.944542542E-01 -5.265930472E-01  1.629638093E+00  2.459079055E+00 
-1.225200733E-01 -4.946135624E-01 -9.504839089E-01 -2.459853020E-01 -3.325594907E-01 -9.104369371E-01  1.904177020E+00  3.618838138E+00 
-3.297951480E-01 -6.833163661E-01 -6.942770719E-01 -4.537103262E-01 -7.292937923E-01 -5.121303588E-01  1.369586944E+00  1.362631182E+00 
-3.877492464E-01 -3.900772192E-01 -8.358293114E-01 -5.942240902E-01 -1.437252687E-01 -7.913537627E-01  1.003310083E+00  7.498976308E-01 
-2.659997419E-01 -7.093528361E-01 -7.083613805E-01 -3.814437659E-01 -7.819077670E-01 -4.930729128E-01  1.461361487E+00  1.792257269E+00 
-8.691342998E-02 -6.308987298E-01 -8.822948219E-01 -1.633727439E-01 -6.226956900E-01 -7.652185467E-01  2.025409819E+00  4.052467842E+00 
-1.759093789E-01 -4.264040305E-01 -9.529846890E-01 -3.481011359E-01 -2.070968069E-01 -9.142956370E-01  1.670855719E+00  2.782016850E+00 
-9.826143874E-02 -6.628360514E-01 -8.509144178E-01 -1.774521884E-01 -6.925466439E-01 -6.992065981E-01  1.964864711E+00  3.792418919E+00 
-4.430086435E-01 -5.643893714E-01 -7.168030425E-01 -5.848656560E-01 -4.885817074E-01 -6.474720686E-01  1.197843220E+00  5.870944000E-01 
-4.488684493E-01 -4.618114671E-01 -7.680453258E-01 -6.120919540E-01 -2.795365594E-01 -7.397315404E-01  1.030967746E+00  3.672085718E-01 
-9.336479382E-02 -5.268845124E-01 -9.444912817E-01 -1.875494245E-01 -3.983465933E-01 -8.978558932E-01  1.990189781E+00  3.953287863E+00 
-1.582666533E-01 -7.161384482E-01 -7.651319747E-01 -2.522255009E-01 -8.012101677E-01 -5.426274633E-01  1.700295798E+00  2.754641668E+00 
-7.505746749E-02 -5.959010692E-01 -9.103405441E-01 -1.459078155E-01 -5.459812400E-01 -8.249941787E-01  2.054411565E+00  4.192474396E+00 
-4.365892331E-01 -4.255693230E-01 -7.897973422E-01 -6.113496259E-01 -2.106535235E-01 -7.628084477E-01  9.685528343E-01  3.876183203E-01 
-1.089828869E-01 -6.914515680E-01 -8.167375328E-01 -1.879153213E-01 -7.536123410E-01 -6.298859195E-01  1.876367603E+00  3.440135969E+00 
-4.597202628E-01 -4.965894186E-01 -7.438430105E-01 -6.091515350E-01 -3.512157070E-01 -7.110428501E-01  1.077891157E+00  3.436040714E-01 
-3.004673774E-01 -7.068840062E-01 -6.840216644E-01 -4.111774707E-01 -7.769965297E-01 -4.766649562E-01  1.364652555E+00  1.438304501E+00 
-3.005229547E-01 -3.532859215E-01 -9.015688641E-01 -5.283823320E-01 -9.069236566E-02 -8.441486872E-01  1.157925458E+00  1.323937005E+00 
-2.010592829E-01 -3.895783155E-01 -9.498345402E-01 -3.927929082E-01 -1.482894425E-01 -9.075924044E-01  1.526731560E+00  2.316668693E+00 
-3.372339378E-01 -3.528300747E-01 -8.774772767E-01 -5.622014812E-01 -8.894697585E-02 -8.222030953E-01  1.043711390E+00  1.029532341E+00 
-3.929414607E-01 -6.531386536E-01 -6.762037199E-01 -5.113931580E-01 -6.722503605E-01 -5.353097148E-01  1.258815450E+00  8.885592460E-01 
-4.216768558E-01 -6.243299088E-01 -6.822874850E-01 -5.436635343E-01 -6.151916635E-01 -5.709371057E-01  1.228461573E+00  7.192563972E-01 
-4.230739600E-01 -3.882767899E-01 -8.090335220E-01 -6.076752438E-01 -1.470162303E-01 -7.804594967E-01  8.943961529E-01  4.015647656E-01 
-2.631686630E-01 -3.530074368E-01 -9.237979983E-01 -4.852222220E-01 -9.302040075E-02 -8.694288932E-01  1.266710046E+00  1.598771797E+00 
-3.637149183E-01 -6.795715013E-01 -6.683915212E-01 -4.748003165E-01 -7.246790218E-01 -4.994046203E-01  1.271519195E+00  1.018075356E+00 
-2.371199883E-01 -7.297802843E-01 -6.956348103E-01 -3.357888529E-01 -8.231104705E-01 -4.579683392E-01  1.435468125E+00  1.791112406E+00 
-3.732379454E-01 -3.517982176E-01 -8.520498465E-01 -5.866210545E-01 -8.864655366E-02 -8.049953583E-01  9.271108964E-01  7.207560599E-01 
-4.690166012E-01 -5.295436829E-01 -7.173837397E-01 -6.020607460E-01 -4.230594762E-01 -6.771584288E-01  1.106335314E+00  3.197307395E-01 
-6.283751854E-02 -5.582493322E-01 -9.346566353E-01 -1.255439625E-01 -4.651805322E-01 -8.762681016E-01  2.051302026E+00  4.198471903E+00 
-1.189923639E-01 -7.166429096E-01 -7.804014193E-01 -1.948049416E-01 -8.049823257E-01 -5.604056477E-01  1.765483907E+00  3.029889963E+00 
-2.027537131E-01 -7.338664176E-01 -7.118896519E-01 -2.963829557E-01 -8.327658356E-01 -4.676090319E-01  1.507488985E+00  2.071379446E+00 
-1.098509013E-01 -4.547004915E-01 -9.664504638E-01 -2.247130915E-01 -2.603416997E-01 -9.390027827E-01  1.849551573E+00  3.406703872E+00 
-4.496691058E-01 -5.933290663E-01 -6.865504763E-01 -5.704263298E-01 -5.547534243E-01 -6.056917042E-01  1.180117068E+00  5.181775944E-01 
-1.372592990E-01 -4.224406849E-01 -9.670034247E-01 -2.790673631E-01 -2.041602416E-01 -9.383176448E-01  1.737625775E+00  2.995641174E+00 
-1.664524150E-01 -7.368619517E-01 -7.276522660E-01 -2.506259123E-01 -8.409255821E-01 -4.796152806E-01  1.574909707E+00  2.339647102E+00 
-5.543902154E-02 -6.584035144E-01 -8.637019728E-01 -1.021617293E-01 -6.849842289E-01 -7.213595409E-01  2.013709754E+00  4.013998041E+00 
-8.083887463E-02 -4.868598659E-01 -9.625829132E-01 -1.656566941E-01 -3.206815247E-01 -9.325884513E-01  1.944753127E+00  3.775764534E+00 
-3.342650401E-01 -7.035254252E-01 -6.590013017E-01 -4.351891620E-01 -7.716402497E-01 -4.638768354E-01  1.267945697E+00  1.104691509E+00 
-2.712832679E-01 -7.278601825E-01 -6.723049013E-01 -3.674597568E-01 -8.183372313E-01 -4.419247707E-01  1.344474180E+00  1.466401721E+00 
-2.253242335E-01 -3.518720866E-01 -9.436928933E-01 -4.331561713E-01 -9.515692307E-02 -8.962817031E-01  1.367336669E+00  1.848468183E+00 
-4.348090503E-02 -6.248281891E-01 -8.940676700E-01 -8.320645393E-02 -6.111761616E-01 -7.871088778E-01  2.065539560E+00  4.238304237E+00 
-6.695528216E-02 -6.886024588E-01 -8.301910600E-01 -1.180190954E-01 -7.498888944E-01 -6.509517180E-01  1.930779253E+00  3.679289841E+00 
-1.625730293E-01 -3.866117880E-01 -9.654414188E-01 -3.277512471E-01 -1.477662893E-01 -9.331367766E-01  1.604679530E+00  2.536534444E+00 
-4.085624115E-01 -3.503696930E-01 -8.258215791E-01 -6.019442608E-01 -9.067727610E-02 -7.933730135E-01  8.123338768E-01  4.051852729E-01 
-4.712056895E-01 -4.231690747E-01 -7.624268214E-01 -6.157967310E-01 -2.182686208E-01 -7.570688180E-01  8.772894735E-01  5.687280551E-02 
-4.832449822E-01 -4.589852776E-01 -7.404014558E-01 -6.155172360E-01 -2.876559962E-01 -7.337523833E-01  9.465774228E-01  5.068168924E-02 
-4.767003105E-01 -5.603948245E-01 -6.889693515E-01 -5.907452087E-01 -4.925317458E-01 -6.390873006E-01  1.114764248E+00  2.981933144E-01 
-5.041221290E-02 -5.184650506E-01 -9.550226687E-01 -1.029458966E-01 -3.835650008E-01 -9.177581558E-01  2.018690176E+00  4.073403052E+00 
-1.282417105E-01 -7.384646158E-01 -7.425916453E-01 -1.983984550E-01 -8.466883378E-01 -4.937174411E-01  1.638335052E+00  2.594475786E+00 
-3.122582600E-02 -5.882127811E-01 -9.207793094E-01 -6.162855623E-02 -5.308109167E-01 -8.452465272E-01  2.083095490E+00  4.326300090E+00 
-7.791023590E-02 -7.152551164E-01 -7.941688895E-01 -1.305543713E-01 -8.046353310E-01 -5.792387593E-01  1.822509176E+00  3.270425362E+00 
-4.578149239E-01 -3.862742417E-01 -7.820412533E-01 -6.132851344E-01 -1.536019651E-01 -7.747824083E-01  7.956976314E-01  7.340518039E-02 
-3.222198692E-01 -3.140867460E-01 -8.905938147E-01 -5.508838013E-01 -4.379066873E-02 -8.334323097E-01  9.676472826E-01  9.253916452E-01 
-3.048578730E-01 -7.249766326E-01 -6.482269721E-01 -3.938571230E-01 -8.127159631E-01 -4.293824984E-01  1.250133174E+00  1.149441937E+00 
-4.937488093E-01 -4.933246993E-01 -7.160540745E-01 -6.117319490E-01 -3.592269734E-01 -7.047978463E-01  9.999840731E-01  5.697746268E-02 
-4.261441821E-01 -6.486603805E-01 -6.493817702E-01 -5.236859864E-01 -6.697988376E-01 -5.264242631E-01  1.168762906E+00  5.990585016E-01 
-2.856724486E-01 -3.142485195E-01 -9.137426423E-01 -5.145429145E-01 -4.627474995E-02 -8.562150645E-01  1.084553909E+00  1.170560428E+00 
-3.969035342E-01 -6.752526245E-01 -6.422034087E-01 -4.904744183E-01 -7.205025838E-01 -4.902151281E-01  1.178874135E+00  7.200381509E-01 
-1.872185337E-01 -3.498024790E-01 -9.608739136E-01 -3.730276755E-01 -9.645901965E-02 -9.227925069E-01  1.456892324E+00  2.065783961E+00 
-3.581009746E-01 -3.133749574E-01 -8.659484924E-01 -5.776528537E-01 -4.246894518E-02 -8.151770172E-01  8.468068349E-01  6.650229305E-01 
-4.548467661E-01 -6.198328330E-01 -6.549956165E-01 -5.523826135E-01 -6.150509767E-01 -5.626595279E-01  1.143557252E+00  4.496378969E-01 
-2.090857075E-01 -7.509401634E-01 -6.746701204E-01 -2.879701178E-01 -8.634348517E-01 -4.141901353E-01  1.376482223E+00  1.692549219E+00 
-2.424935058E-01 -7.463182708E-01 -6.593822225E-01 -3.238309029E-01 -8.533355234E-01 -4.085976394E-01  1.309214677E+00  1.447445700E+00 
-3.673721269E-01 -6.994923370E-01 -6.335778526E-01 -4.539153265E-01 -7.663129484E-01 -4.546705857E-01  1.174674461E+00  8.075301921E-01 
-2.485454081E-01 -3.137263804E-01 -9.348768327E-01 -4.688463337E-01 -4.913288402E-02 -8.819121697E-01  1.194667862E+00  1.396950727E+00 
-9.706306920E-02 -4.140613832E-01 -9.789840272E-01 -2.018332061E-01 -1.940012251E-01 -9.600140007E-01  1.781121828E+00  3.120859521E+00 
-1.738269924E-01 -7.546309567E-01 -6.896323413E-01 -2.464569087E-01 -8.723999063E-01 -4.221106440E-01  1.439847761E+00  1.930310212E+00 
-4.433133238E-01 -3.487263019E-01 -7.992864966E-01 -6.088660605E-01 -9.585534175E-02 -7.874603951E-01  7.056415562E-01  9.625133815E-02 
-6.822048994E-02 -4.457196967E-01 -9.769353246E-01 -1.421349485E-01 -2.474246556E-01 -9.584251125E-01  1.880413781E+00  3.505435438E+00 
-1.243065690E-01 -3.825762810E-01 -9.779652029E-01 -2.569991070E-01 -1.453833791E-01 -9.554135922E-01  1.667581601E+00  2.706616537E+00 
-1.883346992E-02 -5.490377766E-01 -9.434955919E-01 -3.808875560E-02 -4.470760811E-01 -8.936846336E-01  2.066768542E+00  4.269761063E+00 
-3.933227042E-01 -3.122717119E-01 -8.403525117E-01 -5.949920620E-01 -4.316699423E-02 -8.025715275E-01  7.258885892E-01  3.937113844E-01 
-8.821739179E-02 -7.383623865E-01 -7.563420891E-01 -1.397991109E-01 -8.490474479E-01 -5.094846807E-01  1.695645039E+00  2.824491194E+00 
-5.026031714E-01 -5.258471780E-01 -6.895949277E-01 -6.040442584E-01 -4.303437160E-01 -6.707718091E-01  1.034855875E+00  7.604681844E-02 
-4.827850079E-01 -5.889593993E-01 -6.589807936E-01 -5.755534645E-01 -5.574683937E-01 -5.983036014E-01  1.103494757E+00  2.810658605E-01 
-2.757427333E-01 -7.439729172E-01 -6.362899446E-01 -3.519922179E-01 -8.478619899E-01 -3.965243052E-01  1.220419843E+00  1.156302693E+00 
-1.127038589E-02 -6.515516509E-01 -8.738164973E-01 -2.106913021E-02 -6.709470661E-01 -7.412058595E-01  2.044006162E+00  4.149295829E+00 
-2.344334160E-02 -6.834258477E-01 -8.413473921E-01 -4.203155837E-02 -7.401953934E-01 -6.710768419E-01  1.970541615E+00  3.850754765E+00 
-3.378021100E-01 -7.213355854E-01 -6.236644626E-01 -4.152126658E-01 -8.067575023E-01 -4.204054883E-01  1.157648231E+00  8.603499272E-01 
-1.367200473E-01 -7.571108949E-01 -7.039916806E-01 -1.991352088E-01 -8.794751790E-01 -4.322829838E-01  1.500409933E+00  2.159918101E+00 
-3.794272473E-02 -4.771441189E-01 -9.714064811E-01 -7.884242904E-02 -3.044415014E-01 -9.492624735E-01  1.961539904E+00  3.834340501E+00 
-2.110124762E-01 -3.124226482E-01 -9.535501088E-01 -4.143900158E-01 -5.169098755E-02 -9.086302640E-01  1.295289766E+00  1.599715663E+00 
 1.122208788E-03 -6.163060899E-01 -9.028082570E-01  2.179231891E-03 -5.929830582E-01 -8.052119868E-01  2.083138216E+00  4.319932650E+00 
-1.491338775E-01 -3.467698114E-01 -9.750779345E-01 -3.061018851E-01 -9.644395957E-02 -9.471009443E-01  1.532219872E+00  2.242042091E+00 
-3.524679693E-02 -7.116816809E-01 -8.060119534E-01 -6.019612495E-02 -7.990258547E-01 -5.982759481E-01  1.868293176E+00  3.459875977E+00 
-5.053699783E-01 -4.207425685E-01 -7.352703762E-01 -6.144908626E-01 -2.294741307E-01 -7.548129590E-01  8.062067324E-01 -2.066928651E-01 
-4.921255311E-01 -3.842345919E-01 -7.552126676E-01 -6.123826990E-01 -1.639540207E-01 -7.733734603E-01  7.156265125E-01 -2.073736397E-01 
-5.171437881E-01 -4.561409596E-01 -7.130117975E-01 -6.139835725E-01 -2.990384796E-01 -7.304794045E-01  8.835534749E-01 -1.803102254E-01 
-4.279783470E-01 -3.109444701E-01 -8.143292277E-01 -6.034221295E-01 -4.673610213E-02 -7.960511732E-01  6.107853927E-01  1.195051328E-01 
-5.097693856E-01 -5.562937947E-01 -6.613335480E-01 -5.924643758E-01 -4.985490754E-01 -6.327991648E-01  1.050068882E+00  1.064613660E-01 
-4.293942310E-01 -6.705530144E-01 -6.159462257E-01 -5.016094338E-01 -7.170281101E-01 -4.840027534E-01  1.096210471E+00  4.866306987E-01 
-3.069241142E-01 -2.756350279E-01 -9.016491598E-01 -5.386610207E-01 -8.221509011E-03 -8.424824696E-01  8.905349843E-01  7.860110416E-01 
-3.084358167E-01 -7.408068505E-01 -6.126514630E-01 -3.755047383E-01 -8.417097575E-01 -3.879701994E-01  1.129650935E+00  8.802862850E-01 
-9.782679700E-02 -7.580830320E-01 -7.174349406E-01 -1.459950145E-01 -8.838054605E-01 -4.444922538E-01  1.556426554E+00  2.372159521E+00 
-6.465940473E-03 -5.078904409E-01 -9.620688558E-01 -1.332226980E-02 -3.635443401E-01 -9.314816316E-01  2.020346448E+00  4.079339298E+00 
-3.425952453E-01 -2.751881451E-01 -8.778338179E-01 -5.679166198E-01 -6.004599576E-03 -8.230641881E-01  7.653974253E-01  5.794342301E-01 
-4.586515071E-01 -6.439016918E-01 -6.225950165E-01 -5.316606353E-01 -6.683965398E-01 -5.201759649E-01  1.091503996E+00  3.865272880E-01 
-3.998018083E-01 -6.949837574E-01 -6.079880381E-01 -4.680478228E-01 -7.613389682E-01 -4.486582341E-01  1.088979703E+00  5.635552833E-01 
 1.357009234E-02 -5.781049536E-01 -9.278631514E-01  2.701628040E-02 -5.091299507E-01 -8.602655485E-01  2.085697338E+00  4.342033121E+00 
-4.655621014E-02 -7.362533958E-01 -7.685206852E-01 -7.529757022E-02 -8.469393482E-01 -5.263307100E-01  1.744443100E+00  3.016799428E+00 
